Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-03-16,16741.95,2021-03-12,16839.83,16893.5,16806.62,16779.78,16752.94,16714.74,Final Target Reached
2021-03-24,16448.1,2021-03-23,16628.2,16424.9,16787.8,16899.9,17027.2,17150.7,Stop Loss has occured,BUY
2021-03-26,16571.75,2021-03-26,16435.8,16590.1,16340.3,16263.2,16186.1,16076.2,Awaiting Targets, 
2021-04-15,16875.65,2021-04-13,17348.9,17468.8,17274.8,17214.8,17154.9,17069.6,Final Target Reached,SELL
2021-04-20,17095.65,2021-04-20,17206.4,17029.9,17345.0,17442.4,17552.9,17660.2,Awaiting Targets, 
2021-05-20,17285.35,2021-05-12,16741.4,16875.7,16658.3,16591.2,16524.1,16428.5,Target 1 Reached,SELL
2021-05-24,17360.3,2021-05-24,17412.3,17542.8,17331.5,17266.3,17201.0,17108.1,Awaiting Targets, 
2021-05-25,17516.1,2021-05-24,17412.3,17542.8,17331.5,17266.3,17201.0,17108.1,Stop Loss has occured,SELL
2021-06-04,17426.8,2021-06-04,17551.0,17620.6,17508.0,17473.2,17438.4,17388.8,Awaiting Targets, 
2021-06-07,17532.55,2021-06-04,17551.0,17620.6,17508.0,17473.2,17438.4,17388.8,Final Target Reached,SELL
