Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-08,1014.9,2021-01-07,1085.67,1097.49,1078.36,1072.45,1066.55,1058.13,Final Target Reached
