Symbol,Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Trend,Status
TATASTEEL,2021-03-05,733.3,2021-03-05,741.2,746.69,737.81,735.06,732.32,728.42,SELL,Awaiting Targets
SHREECEM,2021-03-05,27848.6,2021-03-05,28196.23,28828.73,27804.93,27488.68,27172.43,26722.17,SELL,Awaiting Targets
NTPC,2021-03-05,108.7,2021-03-05,110.11,112.48,108.65,107.46,106.28,104.59,SELL,Awaiting Targets
NMDC,2021-03-05,132.9,2021-03-05,134.64,137.36,132.95,131.59,130.23,128.29,SELL,Awaiting Targets
INDUSINDBK,2021-03-05,1039.9,2021-03-05,1058.34,1068.58,1052.0,1046.88,1041.76,1034.47,SELL,Awaiting Targets
EICHERMOT,2021-03-05,2587.75,2021-03-05,2591.69,2641.25,2561.03,2536.25,2511.47,2476.19,SELL,Awaiting Targets
NCC,2021-03-05,88.9,2021-03-05,90.94,93.13,89.58,88.48,87.38,85.82,SELL,Awaiting Targets
