Symbol,Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Trend,Status
MARUTI,2021-06-02,7184.7,2021-05-31,7016.4,7074.6,6980.3,6951.2,6922.1,6880.7,SELL,Stop Loss has occured
TCS,2021-06-02,3129.45,2021-05-31,3152.0,3184.6,3131.9,3115.6,3099.3,3076.0,SELL,Target 2 Reached
INFY,2021-06-02,1378.65,2021-05-31,1395.0,1406.2,1388.0,1382.3,1376.7,1368.6,SELL,Final Target Reached
ASIANPAINT,2021-06-02,2903.7,2021-05-31,2960.4,2977.8,2949.6,2940.9,2932.1,2919.7,SELL,Final Target Reached
GAIL,2021-06-02,158.85,2021-05-31,157.2,159.9,155.5,154.2,152.8,150.9,SELL,Target 1 Reached
HDFCBANK,2021-06-02,1504.0,2021-05-31,1505.7,1494.9,1514.2,1520.1,1526.9,1533.5,BUY,Target 3 Reached
UPL,2021-06-02,837.6,2021-05-31,814.2,823.0,808.7,804.3,799.9,793.7,SELL,Target 1 Reached
LT,2021-06-02,1471.05,2021-05-31,1468.4,1486.4,1457.2,1448.2,1439.2,1426.3,SELL,Target 1 Reached
TATAMOTORS,2021-06-02,323.0,2021-05-31,317.3,319.9,315.8,314.5,313.2,311.4,SELL,Target 1 Reached
COALINDIA,2021-06-02,149.1,2021-05-31,147.0,146.0,147.8,148.4,149.0,149.6,BUY,Final Target Reached
HEROMOTOCO,2021-06-02,2972.6,2021-05-31,2992.8,3024.4,2973.3,2957.6,2941.8,2919.3,SELL,Target 2 Reached
SUNPHARMA,2021-06-02,677.45,2021-05-31,668.8,679.0,662.5,657.3,652.2,644.9,SELL,Stop Loss has occured
TITAN,2021-06-02,1585.7,2021-05-31,1586.0,1597.2,1579.1,1573.4,1567.8,1559.8,SELL,Target 3 Reached
